cEXT,cNEU,cAGR,cCON,cOPN,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They
y,n,y,y,y,16,1,94,4,26,0,1,64,4,25,26,130,49,0,6,53,59,33,20,10,5,37,419,3,59,1,9,8,1,33,2,4,51,4,4,115,6,75,45,8,5,4,11,44,5,34,10,1,0,28,2,21,94,12,131,0,21,2,0,5,0,0,1,0
n,n,y,n,y,22,0,64,7,33,4,1,80,1,25,25,102,39,0,7,69,63,16,6,4,11,29,342,1,36,6,10,16,0,5,2,2,45,6,3,125,4,59,30,2,3,4,10,24,3,22,12,1,1,20,4,7,73,11,106,1,10,2,1,0,2,9,0,2
n,n,y,y,n,4,0,78,14,36,0,2,68,5,26,15,102,43,8,1,52,79,9,17,11,2,33,383,2,29,8,5,11,0,9,4,6,49,2,0,117,8,60,33,0,3,5,16,25,2,31,15,8,2,35,1,4,62,22,85,4,34,0,0,5,0,5,0,2
n,n,n,y,y,14,0,98,13,40,6,3,72,1,47,39,103,43,1,9,57,93,32,24,10,7,43,410,4,35,7,12,12,2,14,2,5,55,4,1,127,8,62,20,3,3,4,15,13,4,26,10,0,2,23,4,9,51,9,128,3,36,1,2,5,2,9,0,2
n,n,y,y,n,15,0,38,1,16,1,2,37,1,15,13,57,26,0,4,30,31,5,5,2,4,27,214,0,29,4,5,7,1,11,3,3,25,0,3,62,2,35,15,0,1,2,10,11,2,20,5,0,0,13,0,7,41,1,63,0,8,1,0,1,0,0,0,0
y,y,n,n,y,13,0,106,7,38,0,3,81,1,41,10,131,41,4,23,55,91,19,15,11,13,50,452,0,41,6,12,18,1,7,0,14,54,9,3,135,1,74,20,4,1,5,5,14,4,53,14,4,2,29,0,10,52,13,107,4,58,2,1,7,0,11,0,0
n,y,y,n,y,10,0,49,7,23,0,7,70,1,36,19,75,28,6,17,45,60,15,3,13,6,35,263,1,35,11,3,9,1,3,1,3,23,1,3,93,0,46,24,0,6,1,10,13,0,15,3,5,0,15,3,9,38,7,86,1,28,2,4,5,0,1,0,2
y,n,y,y,n,15,0,69,9,33,1,2,76,0,43,31,98,52,1,13,57,90,23,15,11,2,36,391,0,52,5,12,10,4,8,0,9,41,6,2,117,7,55,17,1,2,3,19,12,2,32,10,2,1,21,2,12,74,14,120,6,15,1,1,1,0,8,0,2
y,n,n,n,y,36,6,117,6,35,1,5,69,1,37,45,168,82,1,19,36,74,35,36,17,9,93,591,1,53,7,3,27,2,4,3,1,78,8,3,147,17,113,36,1,7,3,15,29,22,68,14,2,0,41,2,24,111,8,205,2,35,8,0,11,0,0,12,0
y,y,n,n,y,8,0,27,14,19,1,9,54,1,20,17,63,37,1,1,48,32,14,13,5,3,23,235,2,26,17,10,8,4,3,6,1,26,3,4,80,5,38,51,1,13,0,11,33,3,20,12,4,6,23,2,4,47,3,79,7,9,0,9,1,0,4,1,4
y,y,n,y,y,36,0,134,36,51,20,13,154,3,92,84,224,140,12,12,96,147,49,36,25,13,91,836,6,111,26,8,26,3,15,14,5,116,9,4,270,22,131,69,4,19,4,37,43,16,45,28,2,1,69,0,26,165,20,282,11,23,15,7,6,1,10,0,3
n,n,y,y,y,24,0,101,9,61,4,0,74,1,44,24,120,43,1,4,47,120,21,24,10,5,44,474,2,49,9,5,16,1,12,5,6,50,2,1,124,15,72,25,6,2,2,15,16,4,66,11,0,1,35,0,12,75,15,136,3,34,10,0,8,1,0,0,2
y,n,y,n,y,13,0,71,8,25,1,1,62,0,23,16,94,27,2,1,55,57,12,12,7,6,34,312,1,35,6,9,9,1,8,4,8,22,3,4,84,2,63,26,4,1,3,12,20,9,25,10,3,3,20,2,10,64,11,90,4,14,2,1,6,3,3,0,0
n,y,n,y,n,16,1,66,5,21,2,0,84,0,39,24,130,40,4,13,71,80,27,6,3,10,29,358,2,23,2,6,11,1,7,3,5,34,9,6,118,1,80,17,6,3,4,16,15,1,27,18,1,3,22,1,20,80,22,107,1,31,0,1,4,0,3,0,2
y,n,y,y,y,51,0,155,17,73,2,7,210,4,109,104,280,139,7,45,154,165,57,36,35,14,113,963,3,129,20,19,32,7,9,16,11,113,6,2,323,5,155,129,0,38,15,55,109,6,61,38,7,0,63,0,27,188,21,340,5,59,13,0,5,1,4,1,2
y,n,n,y,y,13,0,87,9,36,4,3,66,1,40,15,91,33,1,7,51,89,21,15,7,9,24,360,1,32,6,5,7,1,17,3,9,31,8,2,97,5,58,19,1,3,3,7,13,0,41,16,0,2,21,3,10,51,12,89,4,23,3,3,7,0,3,0,0
y,n,n,y,y,50,0,101,10,40,3,1,128,1,33,49,208,65,3,4,115,87,42,30,2,22,43,617,5,79,9,8,17,0,24,4,2,82,1,2,210,3,123,29,5,4,0,23,20,14,34,5,0,0,25,0,34,147,20,216,2,23,5,1,4,0,7,0,4
y,n,y,n,y,6,2,68,6,32,1,8,54,0,44,18,69,44,0,10,49,78,6,10,3,7,20,296,3,30,12,8,5,2,10,4,4,27,1,1,81,1,42,23,1,5,1,11,11,1,27,6,0,0,17,1,10,48,6,76,2,9,0,4,1,0,6,2,2
n,y,n,n,n,9,11,51,21,30,5,20,94,2,41,30,106,34,10,10,75,76,13,12,10,3,49,354,4,60,34,8,7,10,3,5,5,33,5,4,127,2,47,70,1,5,1,11,36,9,31,12,7,1,21,4,12,69,9,102,7,29,3,9,6,1,5,2,3
n,n,n,n,y,20,0,113,15,42,0,11,124,0,50,23,127,70,5,41,90,93,25,25,14,8,104,526,5,44,14,8,22,2,10,5,5,58,4,4,182,4,72,41,3,6,1,17,27,13,38,10,3,5,39,1,10,79,8,146,7,33,1,4,7,0,2,0,0
n,n,n,n,y,24,1,96,18,51,1,0,76,3,28,34,130,41,13,8,40,93,26,25,13,13,52,461,4,63,10,0,6,2,16,6,4,48,2,1,124,8,85,36,3,1,1,13,26,7,45,9,9,1,36,0,14,77,10,139,4,25,7,0,7,1,2,5,4
y,y,y,y,n,12,1,52,0,24,0,2,43,0,19,4,46,37,0,0,38,53,5,8,7,1,14,216,0,35,7,2,13,0,6,9,0,17,0,2,60,5,32,9,0,0,4,1,2,1,13,13,0,2,18,0,2,29,7,58,0,12,0,0,4,0,2,1,4
n,n,y,n,y,17,0,73,4,26,0,1,49,5,45,40,89,45,0,21,23,88,34,14,14,14,68,345,3,44,6,2,4,3,8,0,5,42,1,0,91,7,53,18,0,2,2,13,12,2,27,3,0,6,22,1,16,41,19,138,1,23,6,1,5,0,2,0,0
y,y,n,n,y,10,0,76,17,30,5,2,78,5,65,28,100,60,6,23,53,99,18,12,3,7,51,415,5,62,9,13,12,2,17,4,8,46,1,0,124,0,54,40,2,8,2,15,31,3,36,7,1,5,37,0,7,46,11,109,6,39,0,2,6,0,5,2,4
n,n,n,y,n,7,0,46,4,29,3,0,71,2,41,23,110,26,4,13,52,76,8,7,5,6,44,322,0,30,1,24,10,0,11,1,2,38,2,4,109,7,70,30,3,4,8,5,28,0,36,13,1,1,19,4,13,77,10,84,0,15,0,1,10,0,8,0,0
y,n,y,y,y,28,0,100,17,31,2,2,137,6,59,48,185,64,11,14,95,78,31,22,11,7,90,582,2,66,10,17,22,5,9,7,5,66,5,2,203,12,109,59,2,27,9,23,49,9,37,23,2,2,42,4,16,121,8,184,11,43,6,1,8,1,5,0,3
n,n,n,n,n,29,0,85,15,37,1,7,82,0,36,38,133,50,2,23,61,78,44,18,18,14,45,452,8,44,16,4,10,3,15,7,1,43,6,3,125,3,82,40,4,7,1,16,24,6,58,14,2,2,21,1,21,88,13,153,6,18,2,3,7,1,3,8,1
n,y,n,n,y,17,0,80,13,39,2,2,72,8,35,19,119,33,2,15,53,87,27,18,9,13,47,389,5,42,13,3,9,4,6,8,3,47,3,2,119,5,73,48,1,3,2,8,35,3,40,16,0,2,21,2,10,67,15,108,6,29,2,0,5,0,3,0,5
n,n,y,y,y,46,0,91,6,55,1,2,107,2,50,39,130,53,20,15,69,106,44,31,19,8,72,533,3,50,11,1,9,2,11,17,6,89,6,4,196,4,69,43,2,7,3,24,32,5,42,26,1,0,44,0,16,73,6,203,1,38,0,1,11,3,1,0,4
n,y,n,n,y,13,0,95,13,41,2,1,50,2,49,27,85,48,1,0,48,101,21,28,11,4,16,384,7,49,12,15,3,3,7,4,3,35,4,1,85,1,52,31,1,3,6,12,19,2,49,15,3,3,21,1,14,58,15,105,1,16,0,0,4,2,9,0,4
n,n,y,y,y,17,0,71,5,35,0,1,102,2,53,19,157,41,10,16,74,81,25,22,17,17,60,476,2,50,4,12,7,4,8,3,9,63,3,3,165,2,103,49,1,12,4,16,44,4,27,11,3,6,25,0,20,102,6,120,0,19,2,1,2,0,3,0,2
y,y,n,n,n,37,6,89,16,38,7,3,111,6,48,31,138,75,7,23,71,95,17,19,4,7,77,506,5,61,12,4,16,4,13,7,1,63,3,2,174,9,83,40,0,6,11,19,27,9,29,21,3,1,39,0,14,97,14,154,6,25,7,1,7,2,0,2,3
y,y,y,y,y,20,4,136,17,67,1,10,110,3,75,38,183,79,2,19,88,160,36,26,11,17,55,596,7,45,16,16,20,5,22,10,7,54,3,4,164,4,102,55,4,4,0,34,39,7,50,16,5,3,41,0,27,112,17,180,5,38,3,8,9,0,5,0,1
y,y,n,y,y,23,0,106,8,36,4,5,99,5,48,36,153,78,7,27,70,104,20,25,10,11,67,498,1,63,15,3,17,2,4,10,3,49,3,2,148,4,78,43,0,3,3,21,28,8,24,16,2,7,55,1,16,104,25,174,1,26,0,0,6,0,7,0,6
y,n,n,y,y,5,3,104,20,51,1,8,98,1,41,31,131,48,2,8,80,105,30,35,13,6,71,525,4,47,16,5,15,7,15,16,13,49,8,0,147,7,82,44,1,2,4,15,28,25,56,29,2,6,35,2,15,83,13,135,15,30,2,3,8,0,4,0,1
y,y,y,y,n,17,1,90,3,24,0,0,75,2,26,22,100,50,1,0,68,61,25,19,6,4,38,405,2,38,10,5,7,2,14,6,4,51,3,1,126,5,66,30,2,1,3,9,18,5,32,13,0,9,27,1,14,69,12,107,1,19,1,0,6,2,8,1,6
n,y,y,n,n,43,4,114,6,59,0,2,123,2,51,37,171,86,4,23,98,114,19,25,24,6,59,623,3,113,19,6,17,0,14,22,2,65,4,7,188,4,83,56,3,6,2,27,37,9,51,28,3,0,56,2,16,126,10,209,0,25,0,1,8,1,4,0,15
y,y,n,y,n,13,1,75,3,24,0,2,66,3,37,35,109,46,2,18,47,68,25,18,13,11,53,385,1,45,6,7,16,1,16,7,4,45,1,0,111,2,76,31,0,3,5,15,25,6,20,13,1,3,15,1,16,55,9,116,2,32,1,3,11,0,2,0,0
n,y,y,n,n,16,1,102,5,33,0,0,93,3,34,33,119,39,3,13,80,85,27,15,6,15,36,417,1,46,5,13,15,0,10,2,3,34,0,1,127,1,67,27,11,3,0,14,22,1,26,2,4,6,29,4,23,67,20,132,1,22,0,0,6,3,6,0,1
n,y,n,n,n,27,0,105,10,50,1,5,128,4,63,42,140,64,3,16,103,134,42,33,20,10,53,552,6,73,17,8,23,1,14,9,11,59,12,0,187,5,64,41,1,5,8,23,24,8,39,30,0,9,27,0,17,88,21,173,3,37,1,3,9,1,19,0,7
y,n,n,y,y,21,1,89,17,27,3,9,98,2,49,32,159,62,0,9,87,94,27,19,9,6,27,463,13,52,17,6,11,4,4,6,3,49,6,2,147,1,86,39,4,2,3,21,22,2,30,14,0,2,31,0,26,121,20,136,1,21,2,3,9,1,2,1,2
n,y,y,y,n,22,0,97,4,46,0,2,96,1,42,34,130,56,2,2,87,95,18,17,12,3,40,461,2,44,7,6,10,0,31,10,4,57,2,2,153,4,65,34,1,10,1,21,27,7,34,13,0,0,32,1,11,94,19,142,2,31,1,0,9,2,1,0,1
y,y,y,y,n,18,0,102,16,42,3,0,105,3,50,18,161,41,1,14,89,94,15,23,6,15,51,530,4,49,8,14,14,10,26,2,3,62,9,3,167,4,109,47,10,13,12,17,41,7,52,23,0,4,21,1,14,100,13,110,9,33,3,0,5,3,3,0,0
y,n,y,y,n,13,0,41,4,18,0,1,58,0,21,14,84,32,0,5,55,49,10,8,5,0,25,254,0,18,5,11,9,2,6,5,0,32,1,0,90,0,47,18,0,1,5,11,13,5,20,11,0,4,15,0,11,67,10,70,4,11,0,0,1,1,7,0,1
y,y,y,y,y,4,3,79,4,31,2,0,70,3,41,27,81,47,4,7,56,93,12,25,11,7,31,359,2,48,2,8,0,2,10,1,4,32,2,0,102,3,46,21,15,1,2,11,19,0,26,6,0,3,34,0,15,49,21,103,0,19,1,0,12,1,4,0,0
y,y,n,n,n,3,0,64,3,15,1,1,38,1,33,21,68,37,0,0,37,52,22,14,6,9,3,285,2,29,14,1,4,0,3,0,0,36,0,2,74,0,46,27,0,3,3,9,13,0,31,3,0,0,15,0,7,44,5,70,0,11,1,1,4,4,0,1,0
n,n,n,n,n,9,0,45,1,36,0,1,37,0,41,12,49,22,2,6,27,80,8,12,11,8,23,206,0,21,5,14,5,5,7,1,3,21,5,0,58,1,28,21,0,3,4,8,16,3,24,11,0,0,15,1,8,25,6,65,1,11,1,1,1,1,1,0,1
y,n,n,y,y,12,0,96,7,48,2,0,88,2,31,32,127,45,4,26,56,94,25,11,9,10,73,447,4,42,10,11,7,4,6,3,5,42,8,1,130,6,83,48,2,3,1,14,37,12,48,12,0,6,38,2,13,76,17,127,1,17,0,0,5,0,3,0,10
y,y,n,n,y,15,3,112,23,54,6,13,122,1,55,50,171,91,3,25,89,124,31,23,14,7,74,597,5,64,25,6,14,5,33,6,7,62,2,1,184,5,108,72,3,6,3,32,47,8,45,13,8,10,53,2,17,117,17,181,4,35,2,10,9,1,11,0,2
n,n,n,y,n,16,0,96,6,37,0,1,94,1,38,32,117,63,3,30,51,87,25,14,6,10,78,445,2,46,11,8,8,0,14,3,4,41,2,0,135,9,74,35,1,4,3,24,24,6,22,8,3,3,26,1,15,70,14,118,1,27,10,0,9,2,4,0,7
n,y,n,y,n,28,0,92,8,42,6,2,87,5,63,42,142,77,1,17,68,99,42,35,25,11,52,524,1,79,8,10,16,11,15,7,4,80,6,1,167,5,79,63,4,15,2,29,55,3,31,18,0,0,27,0,18,89,8,177,1,30,5,1,7,1,4,0,2
n,y,n,n,n,11,2,72,6,27,1,14,92,3,34,57,149,52,3,7,72,65,26,25,8,8,52,517,2,57,27,6,15,1,25,2,4,63,0,4,155,7,109,56,3,7,3,40,29,6,38,5,0,2,22,1,17,117,8,143,3,8,9,5,7,4,1,0,5
n,n,y,y,n,7,4,83,12,46,1,1,100,5,44,26,127,54,8,11,80,106,12,19,6,11,44,452,2,50,8,17,18,2,24,1,6,28,1,0,128,4,82,37,1,2,9,16,29,0,43,11,1,5,34,3,10,69,18,112,8,40,0,0,12,0,10,0,5
y,n,y,n,y,44,3,121,33,61,5,6,118,1,59,39,228,86,5,28,76,132,37,27,13,14,105,707,11,90,24,8,27,4,7,13,13,85,1,1,203,15,147,72,8,8,7,29,51,11,53,21,15,6,46,2,20,159,19,224,2,31,2,6,10,4,2,0,4
y,n,y,y,y,17,0,97,14,65,2,3,97,0,54,29,122,58,1,3,89,130,22,23,9,4,32,491,2,50,9,6,22,3,10,7,8,54,4,3,151,2,70,33,3,7,3,16,24,4,45,14,3,4,40,0,12,68,15,143,9,38,2,5,4,0,10,0,3
n,y,y,n,y,34,1,95,2,46,1,2,87,3,36,27,112,37,8,15,54,90,18,21,15,6,84,444,1,43,13,13,15,0,9,7,5,67,1,1,154,11,59,40,0,4,5,14,26,9,38,13,0,0,37,2,8,63,11,151,0,37,3,0,1,0,4,1,2
y,n,n,y,n,38,0,99,18,41,4,13,168,1,55,62,226,96,3,34,138,102,38,24,17,14,67,687,3,77,30,3,31,1,11,7,5,79,5,3,247,2,116,60,9,9,4,31,30,4,39,17,2,7,50,0,33,157,15,243,9,42,1,3,6,1,9,1,11
n,y,y,n,n,30,0,95,17,43,5,3,134,9,73,70,214,96,2,21,101,112,52,33,6,11,75,669,3,83,8,21,17,12,10,19,2,70,8,6,204,16,132,86,4,18,1,35,78,10,44,28,1,6,41,0,25,145,14,223,8,39,1,0,12,1,10,2,1
y,y,y,y,n,12,1,73,8,20,1,2,65,2,40,14,106,24,1,3,60,66,26,9,1,10,21,308,2,32,2,9,7,0,18,1,2,29,4,1,94,1,57,25,4,3,3,6,23,4,21,9,3,0,15,1,23,72,8,85,2,11,0,0,2,0,1,0,0
n,y,y,n,n,35,0,96,5,40,2,2,94,2,36,28,131,50,1,6,88,87,21,17,6,8,38,441,0,51,12,8,19,0,15,15,2,59,0,1,153,1,61,46,1,6,3,21,34,6,26,18,2,2,30,2,14,99,15,151,1,17,0,0,6,4,6,0,4
n,y,y,y,n,16,0,79,12,38,4,1,86,2,46,24,109,60,4,9,72,92,18,17,15,6,35,433,6,54,6,4,18,3,17,4,2,48,3,2,134,1,71,26,1,7,1,15,20,3,41,8,0,4,23,0,16,72,14,127,2,24,3,0,5,0,3,0,2
n,y,y,n,n,35,0,71,2,15,2,3,103,5,49,35,177,41,1,13,82,71,22,10,7,12,56,483,0,61,5,5,14,6,17,4,7,74,3,2,177,2,104,44,0,4,0,38,39,2,14,7,0,0,19,1,25,139,10,155,0,20,8,0,4,0,0,0,1
n,y,n,n,n,33,11,126,19,58,1,8,134,2,57,33,219,68,5,21,93,123,29,27,19,11,87,651,4,64,37,11,24,7,20,10,5,81,11,5,215,5,127,94,1,8,8,30,55,23,51,31,12,3,36,1,23,180,15,189,4,15,10,7,5,3,7,2,10
n,n,y,n,n,29,0,75,21,37,9,6,65,7,26,31,107,35,2,4,53,70,21,22,10,2,37,368,4,56,13,3,11,5,4,10,1,37,4,0,102,7,57,46,4,2,0,15,33,13,29,16,7,0,20,0,12,85,8,135,1,11,0,0,5,0,0,1,1
y,y,n,n,n,21,1,91,13,42,4,2,90,1,53,29,111,62,3,3,79,104,21,18,11,6,33,454,5,49,11,11,13,3,6,5,6,47,5,2,137,4,69,46,0,6,3,12,35,4,40,14,0,2,40,4,9,61,13,136,4,37,1,1,5,0,3,0,4
y,n,y,y,y,13,0,114,26,34,11,3,93,3,71,38,131,85,8,7,72,127,17,18,13,9,44,482,5,61,5,16,13,2,10,8,3,33,6,4,126,6,64,35,0,9,1,23,30,3,26,16,2,5,58,2,16,80,27,167,8,34,0,0,5,0,10,0,2
n,n,y,y,n,4,0,92,7,27,2,0,76,0,53,7,84,52,5,21,54,106,8,22,9,3,65,379,1,38,4,13,7,0,9,1,11,28,5,4,104,3,38,19,4,1,2,5,15,9,41,8,2,3,42,3,5,50,27,83,2,29,1,0,9,0,8,0,2
y,n,n,y,n,12,1,79,25,39,18,1,83,1,61,42,132,67,2,1,70,115,39,26,10,8,30,457,2,52,6,9,17,3,6,5,6,47,5,1,130,9,85,33,1,5,2,11,27,8,32,16,2,0,20,2,20,93,20,141,4,21,1,0,9,2,5,1,0
n,y,y,y,y,14,0,107,6,62,1,0,108,2,53,35,130,53,5,11,80,130,30,19,13,8,52,501,1,66,7,8,12,3,11,4,6,58,18,4,166,9,80,34,0,4,3,11,27,2,28,29,1,1,37,1,15,79,16,154,3,26,4,0,6,1,8,0,5
n,y,n,y,y,24,0,94,16,39,6,0,92,3,36,33,143,80,1,9,76,88,27,25,15,10,32,531,3,64,22,10,14,2,14,13,4,67,0,2,159,2,92,53,1,5,3,22,30,4,36,16,0,0,36,0,13,108,14,154,7,17,4,0,7,0,7,1,16
y,n,y,y,y,25,0,68,9,36,0,0,67,0,29,17,102,39,5,2,57,73,31,18,5,9,31,341,5,24,3,1,22,0,8,2,6,32,2,0,99,4,62,21,2,6,0,9,18,10,32,4,0,1,16,0,9,66,13,114,4,15,1,0,10,0,2,0,0
n,n,y,y,y,26,0,80,11,34,6,6,68,0,43,18,126,49,1,12,57,86,21,21,10,10,36,368,1,51,8,11,9,2,9,7,3,36,4,6,104,3,72,33,4,5,1,19,25,4,20,13,0,2,19,0,16,82,14,113,4,21,0,3,4,0,3,0,1
y,y,y,n,y,7,0,39,14,12,13,2,31,0,10,8,49,20,0,1,26,23,18,14,3,6,12,183,1,25,5,1,8,0,7,1,5,14,0,0,45,4,34,9,3,1,0,3,4,1,13,1,0,1,10,0,7,32,2,52,0,6,0,1,2,0,2,0,2
n,n,y,n,y,5,0,50,8,19,5,0,67,0,19,13,88,43,7,13,44,45,10,11,5,1,38,272,0,26,3,3,4,2,5,0,1,18,2,0,85,3,52,20,2,3,2,14,17,2,15,5,2,3,35,0,8,50,10,77,1,31,0,0,4,1,6,0,2
n,n,y,n,y,23,0,78,8,43,0,0,87,3,28,36,113,58,7,2,67,77,11,22,18,11,49,452,2,57,8,2,6,4,3,19,6,43,0,0,130,8,76,35,0,3,1,21,27,7,36,20,1,1,37,2,14,78,8,144,5,14,5,2,5,0,7,0,6
n,n,y,n,n,25,7,60,5,17,1,1,92,4,43,48,160,68,1,3,84,70,45,12,4,17,30,472,3,57,8,19,15,2,8,1,7,55,3,2,147,5,98,40,3,3,6,16,32,4,40,10,1,0,23,0,23,101,12,157,0,32,2,0,13,2,3,0,3
y,n,y,y,n,20,1,63,3,26,0,4,61,2,23,30,99,32,0,15,49,48,13,13,10,11,36,331,2,45,7,1,1,3,14,7,2,41,2,5,102,3,63,27,4,5,1,20,20,4,15,10,0,6,16,0,15,58,4,103,1,16,1,2,9,0,1,0,2
n,y,n,y,n,26,0,117,12,57,2,2,86,7,67,25,161,65,2,11,65,139,27,32,16,13,69,575,3,56,17,9,15,7,11,6,6,64,5,1,150,9,101,58,8,5,2,21,41,12,61,13,2,2,37,0,18,93,19,159,5,36,5,1,6,3,1,1,3
y,n,y,y,y,22,0,108,13,56,0,1,97,6,61,26,122,55,3,14,75,126,20,23,14,8,41,503,4,58,10,14,12,0,9,6,3,57,6,3,154,3,79,41,3,6,1,10,31,8,44,13,4,1,34,2,13,81,14,137,5,25,2,1,9,0,6,0,3
n,y,y,y,n,29,4,122,9,53,3,1,105,3,62,41,182,65,2,6,92,125,20,22,7,15,38,575,1,88,8,11,16,2,22,16,5,37,4,4,142,6,106,45,2,6,4,11,37,5,48,25,3,4,42,0,20,111,15,175,2,45,0,0,10,0,8,0,5
n,y,y,n,n,28,0,65,2,23,0,3,96,2,35,27,170,59,8,2,81,63,35,16,1,14,51,476,1,42,15,1,17,8,34,5,1,75,0,6,171,6,119,34,2,1,7,15,20,4,25,12,0,0,19,0,27,119,4,141,1,22,1,0,3,1,1,0,2
y,n,y,y,n,17,1,99,17,46,13,0,91,6,56,49,157,65,2,2,82,122,33,25,12,15,33,572,2,83,6,11,16,1,21,3,9,51,4,2,142,4,108,42,6,5,2,23,40,3,49,9,3,1,28,0,18,97,23,165,1,30,1,0,8,0,7,0,3
y,n,n,y,y,33,2,107,6,30,0,8,126,3,50,29,197,44,12,12,98,93,67,21,12,19,65,557,3,62,16,11,10,1,15,5,9,77,4,6,203,5,99,70,8,9,4,25,54,4,34,14,1,4,23,0,49,134,21,192,2,19,1,5,10,1,7,0,3
n,n,y,n,n,17,0,58,3,20,0,2,68,3,32,19,95,31,1,10,57,56,27,7,4,3,37,282,0,46,10,4,8,6,12,5,2,36,2,1,104,1,52,37,0,4,2,6,27,5,10,9,0,1,14,4,12,62,8,90,3,23,0,1,2,2,5,0,4
n,y,n,y,y,11,1,47,6,20,5,0,46,1,19,14,70,34,0,1,37,47,7,10,6,6,16,256,0,26,3,2,12,2,4,3,0,27,4,2,73,3,48,15,0,5,3,5,12,1,31,10,0,1,14,0,6,47,11,66,1,11,5,0,5,1,6,0,0
n,y,n,y,y,12,1,99,15,48,3,5,97,0,59,26,150,61,1,11,79,123,17,19,10,6,57,481,3,50,10,6,11,0,8,3,1,54,5,2,151,10,78,33,1,5,5,28,23,13,31,13,4,3,42,0,23,117,19,132,5,17,1,2,6,0,5,0,3
y,n,n,n,n,25,0,99,14,53,3,3,93,0,50,28,141,59,4,16,73,111,25,22,15,6,57,497,6,48,9,9,17,2,11,7,8,63,7,2,156,5,91,38,5,7,2,19,28,3,33,16,1,1,37,10,17,92,15,151,5,26,1,0,6,0,11,0,2
y,y,y,n,y,28,0,111,8,39,2,4,124,0,56,36,181,91,0,15,88,109,24,18,18,8,60,575,1,57,18,9,28,0,9,7,4,74,9,4,198,22,91,43,5,6,2,26,25,7,24,19,2,1,55,0,44,137,20,209,3,20,0,1,7,1,4,0,6
n,y,n,n,y,23,0,92,13,40,2,0,99,2,50,33,139,52,9,8,68,94,22,21,9,5,53,465,4,64,3,17,12,8,16,8,10,51,6,1,150,5,75,42,1,9,0,16,39,1,27,15,2,1,37,0,17,104,14,144,5,19,10,0,7,0,1,0,1
y,n,n,n,n,14,1,56,4,30,2,1,44,3,30,25,74,42,0,1,42,61,19,14,4,6,16,307,2,47,3,3,8,0,12,1,7,36,4,1,80,1,43,19,1,4,2,14,17,1,35,7,0,0,15,1,8,45,4,93,0,15,0,0,5,0,3,0,0
n,y,n,n,n,13,2,58,2,21,0,4,44,2,25,18,92,36,0,0,31,51,20,16,6,8,33,310,2,38,10,2,8,1,5,1,2,38,7,1,82,7,65,23,2,1,0,19,13,9,21,8,0,0,15,1,5,62,5,76,0,9,6,3,10,0,1,0,1
n,n,y,n,y,23,2,79,17,30,1,2,65,2,24,25,121,47,7,4,49,61,37,21,17,3,54,405,10,34,4,4,3,2,3,6,1,69,7,2,134,1,64,32,2,2,3,12,27,15,42,20,4,0,27,1,11,86,7,124,2,23,6,1,7,1,2,3,1
n,n,n,y,y,9,0,45,4,17,0,5,36,0,15,13,66,19,4,0,29,42,11,16,2,4,16,209,1,10,11,1,7,0,8,2,2,32,1,1,68,2,37,23,2,0,3,7,13,1,16,6,2,0,11,0,12,41,9,61,2,16,1,4,1,1,1,0,4
n,y,n,n,n,25,0,96,13,43,3,4,75,3,52,53,129,50,0,1,71,97,43,32,10,8,22,478,9,58,10,18,10,8,14,5,2,52,7,1,127,2,70,49,1,13,0,31,40,4,61,13,0,1,25,1,15,100,11,168,1,10,1,1,8,1,6,0,3
n,n,y,y,n,33,10,142,18,49,3,4,165,3,62,58,216,101,2,16,139,123,35,33,12,11,58,728,6,91,17,9,28,1,13,10,2,92,7,4,257,8,112,58,6,8,1,20,41,3,31,18,4,3,47,1,41,161,17,232,5,22,8,1,7,2,4,0,5
y,y,n,n,y,23,3,89,16,40,1,4,103,2,46,32,124,71,3,4,89,92,23,20,10,3,38,479,1,49,13,7,9,2,12,8,4,49,4,0,152,1,73,53,5,7,3,19,41,4,33,15,8,1,44,1,10,92,11,148,7,17,9,5,4,2,1,1,2
n,n,n,n,y,34,1,123,15,52,2,4,132,3,54,60,203,66,4,15,84,124,35,24,11,15,113,636,8,80,11,5,10,7,11,7,5,72,6,3,204,13,120,43,0,9,6,25,32,19,44,19,3,6,45,7,23,140,25,210,3,24,18,4,7,0,6,1,1
y,y,n,n,y,18,0,62,7,27,2,3,80,1,38,38,128,33,0,10,75,70,27,12,3,6,25,339,0,31,9,10,12,2,5,7,0,22,3,3,102,1,75,27,0,7,1,17,18,7,26,11,3,0,18,1,23,93,12,117,3,18,1,1,5,0,1,0,1
n,n,y,y,n,36,2,102,13,35,0,4,100,4,56,55,172,80,4,14,80,97,30,28,12,11,65,575,8,91,24,7,17,15,18,9,9,76,2,4,176,2,100,70,0,9,4,25,45,14,27,15,3,1,31,1,21,116,17,190,3,32,3,4,4,5,9,1,6
